/**************************************************************************
 *** Layout File                                                        ***
 ***                                                                    ***
 *** This file is designed to provide the necessary information so      ***
 *** that NCES survey response data may be used in other statistical    ***
 *** software packages. This file provides variable names, locations,   ***
 *** and short descriptions for all selected variables. Additionally,   ***
 *** for categorical variables, this file also contains the response    ***
 *** codes and value label descriptions.                                ***
 ***                                                                    ***
 *** Full sample weights, replicate weights, and identification         ***
 *** numbers are added automatically to the list of variables selected  ***
 *** by the EDAT and are included here.                                 ***
 *************************************************************************/

/* ASCII Dataset File Name */
NELS_88_00_BYF4STU

/* Total Record Length */
11541

/* Variable Names, Locations, and Descriptions */
STU_ID    1-7           Student ID
   0 = "No"
   1 = "Yes"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4FOTH
   0 = "No"
   1 = "Yes"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GCH1
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GCH2
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -6 = "{Uncodeable}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GFMY
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GHSUM
   0 = "{0}"
   1 = "{1}"
   2 = "{2}"
   3 = "{3}"
   4 = "{4}"
   5 = "{5}"
   6 = "{6}"
   7 = "{7}"
   8 = "{8}"
   9 = "{9}"
   10 = "{10}"
   11 = "{11}"
   12 = "{12}"
   17 = "{17}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GMMY
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GMREND
   1 = "Divorce or annulment"
   2 = "Permanent or legal separation"
   3 = "Death"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GMRGCT
   2 = "{2}"
   3 = "{3}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GMRS
   1 = "Single, never married"
   2 = "Married"
   3 = "Divorced"
   4 = "Separated"
   5 = "Widowed"
   6 = "In marriage-like relationship"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GNCH
   0 = "{0}"
   1 = "{1}"
   2 = "{2}"
   3 = "{3}"
   4 = "{4}"
   5 = "{5}"
   6 = "{6}"
   7 = "{7}"
   8 = "{8}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GNCHD
   0 = "{0}"
   1 = "{1}"
   2 = "{2}"
   3 = "{3}"
   4 = "{4}"
   5 = "{5}"
   6 = "{6}"
   7 = "{7}"
   9 = "{9}"
   13 = "{13}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GNDP
   0 = "{0}"
   1 = "{1}"
   2 = "{2}"
   3 = "{3}"
   4 = "{4}"
   5 = "{5}"
   6 = "{6}"
   7 = "{7}"
   8 = "{8}"
   9 = "{9}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GNDPC
   0 = "{0}"
   1 = "{1}"
   2 = "{2}"
   3 = "{3}"
   4 = "{4}"
   5 = "{5}"
   6 = "{6}"
   7 = "{7}"
   8 = "{8}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GNGRD
   0 = "{0}"
   1 = "{1}"
   2 = "{2}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GNMRG
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GNPRT
   0 = "{0}"
   1 = "{1}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GNREL
   0 = "{0}"
   1 = "{1}"
   2 = "{2}"
   3 = "{3}"
   4 = "{4}"
   5 = "{5}"
   6 = "{6}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GNSIB
   0 = "{0}"
   1 = "{1}"
   2 = "{2}"
   3 = "{3}"
   4 = "{4}"
   5 = "{5}"
   6 = "{6}"
   7 = "{7}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GNSP
   0 = "{0}"
   1 = "{1}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GNUNR
   0 = "{0}"
   1 = "{1}"
   2 = "{2}"
   3 = "{3}"
   4 = "{4}"
   5 = "{5}"
   6 = "{6}"
   7 = "{7}"
   8 = "{8}"
   10 = "{10}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4GPART
   0 = "No"
   1 = "Yes"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HAIDR
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HFDST
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HHDG
   1 = "Some PSE, no degree attained"
   2 = "Certificate/license"
   3 = "Associate^s degree"
   4 = "Bachelor^s degree"
   5 = "Master^s degree/equivalent"
   6 = "Ph.D or a professional degree"
   -3 = "{Legitimate skip}"
   -9 = "{Missing}"
F4HHOS
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HHOSE
   1 = "Own/buying living quarters"
   2 = "Rent from someone, not a relative"
   3 = "Rent from a relative"
   4 = "Live in residence without paying rent"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HI97
   0 = "{zero}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HI98
   0 = "{zero}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HI99
   0 = "{zero}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HINCO
   0 = "{zero}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HINCS
   0 = "{zero}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HMCDD
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HOTHR
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HPOVTH
   -6 = "{Out of range/uncodeable}"
   -7 = "{Not reached-partial/abbrev interview}"
F4HSDIPL
   1 = "Had a diploma or equivalent"
   2 = "Working toward a diploma/equivalent"
   3 = "Neither"
   -9 = "{Missing}"
F4HSGRDT
   -3 = "{Legitimate skip}"
   -9 = "{Missing}"
F4HSTYPE
   1 = "High school diploma"
   2 = "GED"
   3 = "Certificate of attendance"
   4 = "No diploma or equivalent"
   -9 = "{Missing}"
F4HTANF
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IBINGE
   0 = "None"
   1 = "1"
   2 = "2"
   3 = "3"
   4 = "4"
   5 = "5"
   6 = "6"
   7 = "7"
   8 = "8"
   9 = "9"
   10 = "10"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IBOOKS
   0 = "Never"
   1 = "1 day per week"
   2 = "2 days per week"
   3 = "3 days per week"
   4 = "4 days per week"
   5 = "5 days per week"
   6 = "6 days per week"
   7 = "7 days per week"
   99 = "Less than one day each week"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ICIVIC
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ICOMPT
   0 = "Never"
   1 = "1 day per week"
   2 = "2 days per week"
   3 = "3 days per week"
   4 = "4 days per week"
   5 = "5 days per week"
   6 = "6 days per week"
   7 = "7 days per week"
   99 = "Less than one day each week"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ICULT
   0 = "Never"
   1 = "1 day per month"
   2 = "2 days per month"
   3 = "3 days per month"
   4 = "4 days per month"
   5 = "5 days per month"
   6 = "6 days per month"
   7 = "7 days per month"
   8 = "8 days per month"
   9 = "9 days per month"
   10 = "10 days per month"
   12 = "12 days per month"
   13 = "13 days per month"
   14 = "14 days per month"
   15 = "15 days per month"
   20 = "20 days per month"
   24 = "24 days per month"
   25 = "25 days per month"
   26 = "26 days per month"
   28 = "28 days per month"
   30 = "30 days per month"
   99 = "Less than one day each month"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IDRINK
   0 = "None"
   1 = "1 occasion in last 30 days"
   2 = "2 occasions in last 30 days"
   3 = "3 occasions in last 30 days"
   4 = "4 occasions in last 30 days"
   5 = "5 occasions in last 30 days"
   6 = "6 occasions in last 30 days"
   7 = "7 occasions in last 30 days"
   8 = "8 occasions in last 30 days"
   9 = "9 occasions in last 30 days"
   10 = "10 occasions in last 30 days"
   11 = "11 occasions in last 30 days"
   12 = "12 occasions in last 30 days"
   13 = "13 occasions in last 30 days"
   14 = "14 occasions in last 30 days"
   15 = "15 occasions in last 30 days"
   16 = "16 occasions in last 30 days"
   17 = "17 occasions in last 30 days"
   18 = "18 occasions in last 30 days"
   19 = "19 occasions in last 30 days"
   20 = "20 occasions in last 30 days"
   21 = "21 occasions in last 30 days"
   22 = "22 occasions in last 30 days"
   23 = "23 occasions in last 30 days"
   24 = "24 occasions in last 30 days"
   25 = "25 occasions in last 30 days"
   26 = "26 occasions in last 30 days"
   27 = "27 occasions in last 30 days"
   28 = "28 occasions in last 30 days"
   29 = "29 occasions in last 30 days"
   30 = "30 or more occasions in last 30 days"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IFITNS
   0 = "Never"
   1 = "1 day per week"
   2 = "2 days per week"
   3 = "3 days per week"
   4 = "4 days per week"
   5 = "5 days per week"
   6 = "6 days per week"
   7 = "7 days per week"
   99 = "Less than one day each week"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IHISL
   1 = "Health plan from employer/union"
   2 = "Health plan from family member"
   3 = "Plan purchased by respondent/family"
   4 = "Medicaid"
   5 = "Other"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IHISQ
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IINET
   0 = "Never"
   1 = "1 day per week"
   2 = "2 days per week"
   3 = "3 days per week"
   4 = "4 days per week"
   5 = "5 days per week"
   6 = "6 days per week"
   7 = "7 days per week"
   99 = "Less than one day each week"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ILIBRY
   0 = "Never"
   1 = "1 day per month"
   2 = "2 days per month"
   3 = "3 days per month"
   4 = "4 days per month"
   5 = "5 days per month"
   6 = "6 days per month"
   7 = "7 days per month"
   8 = "8 days per month"
   9 = "9 days per month"
   10 = "10 days per month"
   11 = "11 days per month"
   12 = "12 days per month"
   13 = "13 days per month"
   14 = "14 days per month"
   15 = "15 days per month"
   16 = "16 days per month"
   17 = "17 days per month"
   18 = "18 days per month"
   19 = "19 days per month"
   20 = "20 days per month"
   22 = "22 days per month"
   23 = "23 days per month"
   24 = "24 days per month"
   25 = "25 days per month"
   26 = "26 days per month"
   27 = "27 days per month"
   30 = "30 days per month"
   99 = "Less than one day each month"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IMAGS
   0 = "Never"
   1 = "1 day per week"
   2 = "2 days per week"
   3 = "3 days per week"
   4 = "4 days per week"
   5 = "5 days per week"
   6 = "6 days per week"
   7 = "7 days per week"
   99 = "Less than one day each week"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IPOLYL
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IRELIG
   0 = "Never"
   1 = "1 day per month"
   2 = "2 days per month"
   3 = "3 days per month"
   4 = "4 days per month"
   5 = "5 days per month"
   6 = "6 days per month"
   7 = "7 days per month"
   8 = "8 days per month"
   9 = "9 days per month"
   10 = "10 days per month"
   12 = "12 days per month"
   13 = "13 days per month"
   14 = "14 days per month"
   15 = "15 days per month"
   16 = "16 days per month"
   17 = "17 days per month"
   18 = "18 days per month"
   20 = "20 days per month"
   21 = "21 days per month"
   22 = "22 days per month"
   24 = "24 days per month"
   25 = "25 days per month"
   26 = "26 days per month"
   27 = "27 days per month"
   28 = "28 days per month"
   30 = "30 days per month"
   99 = "Less than one day each month"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IRVOTE
   0 = "No"
   1 = "Yes"
   3 = "Ineligible to vote"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ISMOKE
   0 = "I don^t smoke cigarettes"
   1 = "Less than one cigarette a day"
   2 = "1-5 cigarettes a day"
   3 = "About half pack a day (10 cigarettes)"
   4 = "More than half and less than 2 packs"
   5 = "2 or more packs a day (40+ cigarettes)"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ISPORT
   0 = "Never"
   1 = "1 day per month"
   2 = "2 days per month"
   3 = "3 days per month"
   4 = "4 days per month"
   5 = "5 days per month"
   6 = "6 days per month"
   7 = "7 days per month"
   8 = "8 days per month"
   9 = "9 days per month"
   10 = "10 days per month"
   12 = "12 days per month"
   13 = "13 days per month"
   14 = "14 days per month"
   15 = "15 days per month"
   16 = "16 days per month"
   17 = "17 days per month"
   18 = "18 days per month"
   20 = "20 days per month"
   21 = "21 days per month"
   22 = "22 days per month"
   23 = "23 days per month"
   24 = "24 days per month"
   25 = "25 days per month"
   26 = "26 days per month"
   27 = "27 days per month"
   28 = "28 days per month"
   29 = "29 days per month"
   30 = "30 days per month"
   99 = "Less than one day each month"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ITVNEW
   0 = "Never"
   1 = "1 day per week"
   2 = "2 days per week"
   3 = "3 days per week"
   4 = "4 days per week"
   5 = "5 days per week"
   6 = "6 days per week"
   7 = "7 days per week"
   99 = "Less than one day each week"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IVANY
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IVPRE
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4IYOUTH
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4JASIAN
   1 = "Asian Indian"
   2 = "Chinese"
   3 = "Filipino"
   4 = "Japanese"
   5 = "Korean"
   6 = "Vietnamese"
   7 = "Other Asian"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4JHISP
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4JRAC1
   1 = "White"
   2 = "Black or African American"
   3 = "American Indian or Alaska native"
   4 = "Asian"
   5 = "Native Hawaiian/other Pacific Islander"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4JRAC2
   1 = "White"
   2 = "Black or African American"
